Id,OverallQual,Neighborhood,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,FullBath,YearRemodAdd,2ndFlrSF,Foundation,Exterior2nd,Fireplaces,LotArea,Exterior1st,OpenPorchSF,SalePrice
591,7,CollgCr,1582,2004,520,770,2,2004,812,PConc,VinylSd,0,8320,VinylSd,45,185900
593,5,Mitchel,816,1982,816,816,1,2003,0,PConc,HdBoard,0,6600,HdBoard,0,138000
594,6,CollgCr,848,2003,420,848,1,2003,0,PConc,VinylSd,0,4435,VinylSd,0,140000
595,5,CollgCr,924,1975,280,924,1,1975,0,CBlock,HdBoard,0,7990,HdBoard,0,110000
597,6,OldTown,1368,1910,216,684,1,1993,684,CBlock,VinylSd,0,3600,VinylSd,158,114504
598,7,Blmngtn,1402,2006,648,1258,0,2007,0,PConc,VinylSd,1,3922,VinylSd,16,194201
600,6,Blueste,1556,1980,452,716,2,1980,840,CBlock,MetalSd,1,1950,MetalSd,0,151000
601,8,NridgHt,1904,2005,736,1058,2,2005,846,PConc,VinylSd,1,10927,VinylSd,60,275000
602,6,IDOTRR,1375,1937,544,780,1,1950,595,PConc,Wd Sdng,1,9000,Wd Sdng,162,141000
603,8,SawyerW,1915,1992,506,908,2,1992,988,PConc,HdBoard,1,10041,HdBoard,150,220000
604,7,Somerst,1200,2004,480,600,2,2005,600,PConc,MetalSd,0,3182,MetalSd,172,151000
605,7,CollgCr,1494,2002,530,1494,2,2002,0,PConc,VinylSd,1,12803,VinylSd,36,221000
607,5,CollgCr,1040,1996,576,1040,1,1996,0,PConc,VinylSd,0,12464,VinylSd,0,152000
610,4,Sawyer,1029,1961,261,1029,1,1961,0,CBlock,VinylSd,0,7943,VinylSd,0,118500
611,9,CollgCr,2153,2000,736,1440,2,2000,677,PConc,VinylSd,2,11050,VinylSd,142,313000
612,6,NWAmes,1032,1978,564,1032,2,1978,0,CBlock,HdBoard,1,10395,HdBoard,0,148000
613,8,CollgCr,1872,2001,531,1299,2,2001,573,PConc,VinylSd,1,11885,VinylSd,122,261500
614,5,Mitchel,1120,2007,0,1120,1,2007,0,PConc,VinylSd,0,8402,VinylSd,30,147000
616,6,NAmes,1054,1963,480,936,1,1963,0,PConc,MetalSd,0,8800,MetalSd,0,137500
617,6,Gilbert,1509,2002,393,783,2,2003,702,PConc,VinylSd,1,7861,VinylSd,75,183200
618,6,NAmes,832,1954,528,832,1,1954,0,CBlock,MetalSd,0,7227,MetalSd,0,105500
619,9,NridgHt,1828,2007,774,1822,2,2007,0,PConc,CmentBd,1,11694,CemntBd,108,314813
620,8,Timber,2262,2003,749,1482,2,2003,780,PConc,VinylSd,2,12244,VinylSd,0,305000
621,3,Edwards,864,1914,0,864,1,1950,0,BrkTil,Stucco,0,8248,Stucco,0,67000
623,5,Sawyer,980,1977,484,980,1,1977,0,CBlock,Plywood,0,7064,Plywood,0,135000
624,6,Somerst,1512,2000,440,756,2,2000,756,PConc,MetalSd,1,2117,MetalSd,32,168500
625,6,NWAmes,1790,1972,484,732,1,1972,778,CBlock,VinylSd,1,10400,VinylSd,0,165150
626,6,NAmes,1116,1962,440,1116,1,1962,0,CBlock,Wd Sdng,0,10000,Wd Sdng,0,160000
627,5,NAmes,1422,1960,286,978,1,1978,0,CBlock,Wd Sdng,1,12342,Wd Sdng,0,139900
628,6,NAmes,1520,1955,364,1156,1,1972,0,CBlock,AsbShng,2,9600,AsbShng,0,153000
629,5,NAmes,2080,1969,504,1040,1,1969,1040,PConc,Plywood,2,11606,Plywood,0,135000
630,6,NAmes,1350,1964,520,1248,1,1964,0,CBlock,Wd Sdng,0,9020,Plywood,0,168500
631,5,OldTown,1750,1880,240,636,1,1991,661,BrkTil,VinylSd,0,9000,VinylSd,0,124000
632,8,NridgHt,1554,2006,627,1554,2,2006,0,PConc,VinylSd,1,4590,VinylSd,73,209500
634,5,NAmes,1056,1954,260,1056,1,2005,0,CBlock,Wd Sdng,0,9250,Wd Sdng,0,139400
635,6,OldTown,1056,1980,576,1056,0,1980,0,CBlock,Plywood,0,6979,Plywood,56,144000
636,6,SWISU,3395,1914,0,1440,2,1995,1440,CBlock,VinylSd,0,10896,VinylSd,110,200000
637,2,BrkSide,800,1936,0,264,1,1950,0,BrkTil,AsbShng,1,6120,AsbShng,0,60000
638,5,OldTown,1387,1954,256,811,2,1954,576,CBlock,Wd Sdng,0,6000,Wd Sdng,0,93000
639,5,Edwards,796,1910,0,796,1,1950,0,CBlock,Wd Sdng,0,8777,MetalSd,0,85000
640,8,Blmngtn,1567,2006,648,1520,2,2006,0,PConc,VinylSd,1,3982,VinylSd,0,264561
642,7,Somerst,1929,2001,650,1057,2,2001,872,PConc,VinylSd,1,7050,VinylSd,235,226000
644,5,NWAmes,1620,1969,462,780,2,1969,840,CBlock,HdBoard,0,10793,WdShing,0,152000
646,6,NAmes,981,1971,576,981,1,1971,0,CBlock,Plywood,0,10530,Plywood,312,143250
648,6,Edwards,1094,1953,495,1094,1,1953,0,CBlock,Wd Sdng,2,10452,Wd Sdng,0,155000
649,6,NAmes,1839,1966,442,756,1,1966,788,CBlock,MetalSd,1,7700,MetalSd,124,155000
650,4,MeadowV,630,1970,0,630,1,1970,0,CBlock,CmentBd,0,1936,CemntBd,0,84500
652,4,Edwards,1510,1940,296,755,1,1950,755,CBlock,MetalSd,1,9084,MetalSd,0,108000
653,7,CollgCr,1716,1996,512,880,2,1996,807,PConc,VinylSd,1,8750,VinylSd,120,191000
656,6,BrDale,1092,1971,264,525,1,1971,567,CBlock,ImStucc,0,1680,HdBoard,0,88000
657,5,NAmes,1053,1959,312,1053,1,2006,0,CBlock,HdBoard,0,10007,HdBoard,0,145500
658,7,Crawfor,1502,1931,270,776,1,2000,651,BrkTil,Wd Shng,1,7200,Stucco,0,149000
659,6,NAmes,1458,1948,330,912,1,1950,546,CBlock,VinylSd,1,17503,VinylSd,0,97500
660,5,Edwards,1486,1964,480,1486,1,1999,0,PConc,MetalSd,0,9937,MetalSd,0,167000
661,7,NWAmes,1935,1976,550,793,2,1976,793,CBlock,Plywood,1,12384,Plywood,113,197900
663,6,NAmes,1392,1968,576,1392,1,1968,0,CBlock,Wd Sdng,2,13560,Wd Sdng,0,110000
664,4,Edwards,1181,1972,588,1138,2,1972,0,CBlock,Plywood,0,10012,Plywood,0,137500
667,6,NAmes,2380,1965,596,1021,2,1979,915,CBlock,Plywood,1,18450,Plywood,265,129000
668,6,SawyerW,1679,1994,575,1408,2,1998,0,PConc,HdBoard,1,8125,HdBoard,42,193500
670,4,Crawfor,1180,1922,252,700,1,1950,0,BrkTil,MetalSd,1,11600,MetalSd,0,137500
671,6,CollgCr,1476,2005,540,738,2,2005,738,PConc,VinylSd,0,8633,VinylSd,35,173500
672,6,Edwards,1369,1925,300,672,2,1950,672,BrkTil,Wd Sdng,0,6629,Wd Sdng,0,103600
673,6,Veenker,1208,1977,546,1208,1,1977,0,CBlock,Plywood,1,11250,Plywood,42,165000
675,6,NAmes,1136,1965,384,1136,1,1965,0,CBlock,HdBoard,1,9200,HdBoard,0,140000
676,6,NPkVill,1441,1978,440,855,2,1978,586,CBlock,Brk Cmn,1,2289,Plywood,0,148500
677,4,OldTown,1774,1900,779,1095,2,1950,679,BrkTil,Stucco,0,9600,AsbShng,0,87000
678,5,OldTown,792,1924,240,768,1,2006,0,BrkTil,VinylSd,0,9022,VinylSd,0,109500
680,5,Sawyer,988,1961,572,988,1,1961,0,CBlock,Wd Sdng,0,9945,Wd Sdng,0,128500
681,6,SawyerW,923,1980,264,923,2,1980,0,CBlock,Plywood,1,8012,Plywood,0,143000
682,5,SWISU,1520,1932,281,793,1,2000,672,BrkTil,Stucco,0,4500,VinylSd,0,159434
683,6,ClearCr,1291,1996,431,1291,1,1997,0,PConc,Wd Sdng,1,2887,Wd Sdng,0,173000
684,9,CollgCr,1668,2002,702,1626,2,2002,0,PConc,VinylSd,1,11248,VinylSd,45,285000
685,7,NoRidge,1839,1998,486,1195,2,1998,644,PConc,VinylSd,0,16770,VinylSd,81,221000
686,7,StoneBr,2090,1984,577,1190,2,1984,900,CBlock,HdBoard,1,5062,HdBoard,0,207500
687,7,Somerst,1761,2007,578,874,3,2007,887,PConc,VinylSd,0,10207,VinylSd,105,227875
688,7,Somerst,1102,2004,480,551,2,2004,551,PConc,MetalSd,0,5105,MetalSd,60,148800
690,6,NridgHt,1362,2005,460,1362,2,2006,0,PConc,VinylSd,1,7577,VinylSd,28,194700
691,6,CollgCr,848,2004,420,848,1,2004,0,PConc,VinylSd,1,4426,VinylSd,0,141000
694,5,OldTown,1073,1921,326,1073,1,1968,0,BrkTil,MetalSd,0,5400,MetalSd,0,108480
695,5,BrkSide,1539,1936,576,927,1,1950,472,BrkTil,Wd Sdng,0,6120,Wd Sdng,0,141500
696,6,Timber,1137,1987,551,1112,2,1987,0,CBlock,HdBoard,1,13811,HdBoard,0,176000
697,5,BrkSide,616,1921,205,616,1,1950,0,CBlock,Wd Shng,0,6000,Wd Sdng,0,89000
698,5,Edwards,1148,1952,308,980,1,1952,0,PConc,Wd Sdng,0,6420,Wd Sdng,0,123500
699,5,Sawyer,894,1965,336,894,1,2009,0,CBlock,MetalSd,1,8450,MetalSd,144,138500
700,7,Somerst,1391,2004,530,1391,2,2004,0,PConc,MetalSd,0,4282,MetalSd,158,196000
701,8,Timber,1800,2002,765,1800,2,2002,0,PConc,VinylSd,1,14331,VinylSd,78,312500
702,7,NWAmes,1164,1969,528,1164,1,1969,0,CBlock,HdBoard,0,9600,HdBoard,0,140000
703,8,StoneBr,2576,2006,666,1234,2,2006,1312,PConc,VinylSd,1,12438,VinylSd,100,361919
704,5,OldTown,1812,1900,672,360,2,1996,780,BrkTil,Wd Sdng,1,7630,Wd Sdng,0,140000
705,7,CollgCr,1484,2004,606,1473,2,2005,0,PConc,VinylSd,0,8400,VinylSd,35,213000
709,7,Gilbert,1456,2007,400,728,2,2007,728,PConc,VinylSd,1,9018,VinylSd,24,179540
710,5,Sawyer,904,1966,408,876,1,1966,0,PConc,HdBoard,0,7162,HdBoard,0,109900
712,4,IDOTRR,1178,1900,384,859,1,1950,319,Stone,MetalSd,0,8712,MetalSd,0,102776
713,8,StoneBr,1228,1988,472,1228,2,1989,0,PConc,HdBoard,1,4671,HdBoard,120,189000
714,4,BrkSide,960,1970,576,960,1,1970,0,CBlock,HdBoard,0,9873,HdBoard,288,129000
715,6,Sawyer,1479,1976,475,725,2,2005,754,CBlock,Plywood,0,13517,HdBoard,44,130500
716,6,NWAmes,1350,1974,478,1064,2,1974,0,CBlock,HdBoard,1,10140,HdBoard,0,165000
717,7,OldTown,2554,1890,704,718,1,1998,978,BrkTil,VinylSd,0,10800,Wd Sdng,48,159500
718,5,NWAmes,1178,1973,439,1176,1,2000,0,CBlock,HdBoard,1,10000,HdBoard,0,157000
720,5,CollgCr,971,1969,300,971,1,1969,0,CBlock,Plywood,1,9920,HdBoard,0,128500
722,6,CollgCr,848,2004,420,848,1,2004,0,PConc,VinylSd,0,4426,VinylSd,0,143000
723,4,NAmes,864,1970,463,864,1,1970,0,CBlock,MetalSd,0,8120,MetalSd,0,124500
724,4,Edwards,1470,1954,548,941,2,1972,473,PConc,MetalSd,0,8172,MetalSd,0,135000
726,4,NAmes,864,1970,660,864,1,1970,0,CBlock,Plywood,0,6960,HdBoard,0,120500
727,6,Crawfor,1680,1988,540,880,2,2007,0,CBlock,Plywood,1,21695,Wd Sdng,44,222000
728,7,CollgCr,1232,2007,632,1232,2,2007,0,PConc,VinylSd,0,7314,VinylSd,0,194500
729,5,NAmes,1776,1958,888,1584,2,1958,0,CBlock,VinylSd,0,11475,VinylSd,25,110000
730,4,IDOTRR,1208,1925,539,780,1,1950,0,CBlock,MetalSd,0,6240,MetalSd,23,103000
731,8,StoneBr,1616,1995,608,1595,2,1996,0,PConc,CmentBd,1,5389,CemntBd,152,236500
732,7,Timber,1146,2003,438,868,2,2003,0,PConc,VinylSd,1,9590,VinylSd,22,187500
733,7,CollgCr,2031,1998,541,1153,2,1999,878,PConc,VinylSd,1,11404,VinylSd,84,222500
734,5,Sawyer,1144,1961,264,864,1,1983,0,CBlock,HdBoard,1,10000,HdBoard,0,131400
735,5,Sawyer,948,1968,300,948,1,1968,0,PConc,Plywood,0,8978,Plywood,0,108000
739,5,Edwards,1200,1987,0,1200,3,1988,0,CBlock,Plywood,0,10800,Plywood,0,179000
740,7,CollgCr,1728,2004,572,864,2,2004,864,PConc,VinylSd,0,9313,VinylSd,56,190000
741,5,OldTown,1432,1910,360,264,2,2002,664,BrkTil,Wd Shng,0,9600,Wd Sdng,0,132000
742,6,Sawyer,912,1961,288,912,1,1996,0,CBlock,HdBoard,0,6768,HdBoard,0,142000
743,7,SawyerW,1349,2000,539,1349,2,2001,0,PConc,VinylSd,0,8450,VinylSd,55,179000
744,5,Sawyer,1464,1963,480,520,2,1999,0,CBlock,HdBoard,1,12886,HdBoard,0,175000
745,8,StoneBr,1337,1993,462,1337,2,1993,0,PConc,HdBoard,1,5395,HdBoard,0,180000
749,7,NoRidge,1720,1996,527,1720,2,1996,0,PConc,VinylSd,1,10593,VinylSd,56,260400
751,4,OldTown,1140,1910,0,576,1,2004,348,BrkTil,Wd Sdng,0,8800,Wd Sdng,160,96500
752,7,Gilbert,1320,2003,400,660,2,2003,660,PConc,VinylSd,0,7750,VinylSd,48,162000
753,6,CollgCr,1494,1997,576,1479,2,1997,0,PConc,VinylSd,0,9236,VinylSd,27,217000
754,8,NridgHt,2098,2005,878,1030,2,2005,1060,PConc,VinylSd,1,10240,VinylSd,52,275500
755,6,NAmes,1026,1969,440,1026,1,2005,0,CBlock,Plywood,0,7930,Plywood,48,156000
756,6,Somerst,1471,1999,440,729,2,1999,729,PConc,MetalSd,0,3230,MetalSd,24,172500
757,8,CollgCr,1768,2007,578,866,2,2007,902,PConc,VinylSd,0,10769,VinylSd,105,212000
758,6,Sawyer,1386,1978,440,672,2,1978,714,CBlock,HdBoard,1,11616,HdBoard,0,158900
759,7,Somerst,1501,1999,440,744,2,1999,744,PConc,MetalSd,0,2280,MetalSd,0,179400
760,8,NoRidge,2531,1995,752,1318,2,1995,1203,PConc,VinylSd,1,12257,VinylSd,98,290000
761,6,NAmes,864,1959,300,864,1,1959,0,CBlock,Wd Sdng,0,9100,Wd Sdng,0,127500
762,5,BrkSide,1301,1924,440,1145,1,1950,0,PConc,Wd Sdng,0,6911,Wd Sdng,0,100000
763,7,Somerst,1547,2009,614,756,2,2009,783,PConc,VinylSd,0,8640,VinylSd,45,215200
766,9,Somerst,1506,2008,592,1498,2,2008,0,PConc,VinylSd,1,14587,VinylSd,174,264132
767,7,NWAmes,1714,1988,496,980,2,1988,734,CBlock,HdBoard,1,10421,HdBoard,66,196500
768,6,Mitchel,1750,1940,423,983,2,1985,767,CBlock,VinylSd,0,12508,VinylSd,0,160000
769,7,CollgCr,1836,2004,484,1860,2,2005,0,PConc,VinylSd,1,9100,VinylSd,33,216837
771,5,Sawyer,858,1982,576,858,1,1982,0,CBlock,Wd Sdng,0,7252,Wd Sdng,0,134900
773,6,Edwards,1117,1976,672,1029,1,1976,0,CBlock,Plywood,1,7819,Plywood,0,107000
774,5,NAmes,912,1958,275,912,1,1958,0,CBlock,Wd Sdng,0,10150,Wd Sdng,0,114500
776,6,Mitchel,1204,1998,412,1204,2,1998,0,PConc,VinylSd,0,4500,VinylSd,247,162000
777,7,CollgCr,1614,2005,865,1614,2,2006,0,PConc,VinylSd,0,11210,VinylSd,59,221500
778,5,Sawyer,894,1974,440,864,1,1974,0,CBlock,Plywood,1,13350,HdBoard,0,142500
780,6,Mitchel,1004,1977,504,975,1,1977,0,CBlock,ImStucc,0,10530,Plywood,0,135000
781,7,Gilbert,1253,1995,402,1237,2,1996,0,PConc,HdBoard,1,7875,HdBoard,21,176000
782,6,SawyerW,1603,1992,484,761,2,1992,793,PConc,VinylSd,0,7153,VinylSd,124,175900
783,7,CollgCr,1430,2001,605,1413,2,2002,0,PConc,VinylSd,0,16285,VinylSd,33,187100
784,5,Mitchel,1110,1978,602,1097,1,1978,0,PConc,Plywood,1,9101,Plywood,30,165500
785,6,OldTown,1484,1914,0,742,2,2001,742,CBlock,Wd Shng,1,6300,Wd Sdng,291,128000
786,6,NWAmes,1342,1967,457,1372,2,1967,0,CBlock,Wd Sdng,1,9790,BrkFace,0,161500
787,5,OldTown,1652,1915,416,686,2,1950,686,PConc,MetalSd,0,10800,MetalSd,0,139000
788,7,SawyerW,2084,2004,618,956,2,2004,1128,PConc,VinylSd,0,10142,VinylSd,45,233000
789,4,OldTown,901,1954,281,901,1,2000,0,CBlock,MetalSd,0,6000,MetalSd,0,107900
790,6,ClearCr,2087,1966,444,832,2,2007,1111,CBlock,HdBoard,0,12205,HdBoard,168,187500
791,7,Blmngtn,1145,2005,397,1145,2,2006,0,PConc,VinylSd,1,3182,VinylSd,16,160200
792,6,Mitchel,1062,1976,539,1029,1,1976,0,PConc,HdBoard,2,11333,HdBoard,0,146800
794,8,Somerst,1496,2007,474,1496,2,2007,0,PConc,CmentBd,0,9158,CemntBd,130,225000
795,7,Gilbert,1895,1994,409,712,2,1996,809,PConc,MetalSd,1,10832,MetalSd,46,194500
796,6,SawyerW,1564,1980,476,650,2,1981,676,CBlock,HdBoard,1,8400,HdBoard,50,171000
797,6,Sawyer,1285,1977,528,660,1,1977,0,CBlock,Plywood,1,8197,Plywood,0,143500
798,5,NAmes,773,1953,240,773,1,1953,0,CBlock,VinylSd,0,7677,VinylSd,0,110000
801,6,ClearCr,1688,1997,603,616,2,1997,1072,PConc,VinylSd,0,12798,VinylSd,114,200000
802,4,IDOTRR,1196,1916,440,1196,1,1990,0,CBlock,MetalSd,0,4800,MetalSd,0,109900
803,7,CollgCr,1456,2005,410,728,2,2005,728,PConc,Wd Shng,1,8199,WdShing,18,189000
805,5,NAmes,1128,1954,286,936,1,1954,0,CBlock,Wd Sdng,0,9000,Wd Sdng,0,118000
806,7,Somerst,1428,2008,554,1417,2,2008,0,PConc,VinylSd,0,12274,VinylSd,60,227680
807,5,NAmes,980,1967,384,980,2,1967,0,PConc,VinylSd,0,9750,VinylSd,0,135500
809,5,NAmes,1086,1966,484,1024,1,1966,0,CBlock,VinylSd,1,13400,VinylSd,0,159950
811,6,NWAmes,1309,1974,484,1040,1,1999,0,CBlock,HdBoard,1,10140,HdBoard,0,181000
812,6,CollgCr,848,2004,420,848,1,2004,0,PConc,VinylSd,1,4438,VinylSd,0,144500
814,6,NAmes,1442,1958,301,1442,1,1958,0,CBlock,MetalSd,0,9750,MetalSd,0,157900
815,5,Edwards,1250,1918,280,686,1,1950,564,BrkTil,Stucco,0,8248,Stucco,0,116000
816,7,CollgCr,1661,1998,598,1649,2,1998,0,PConc,VinylSd,0,12137,VinylSd,34,224900
817,5,NAmes,1008,1954,275,1008,1,1954,0,CBlock,BrkFace,1,11425,BrkFace,0,137000
819,6,ClearCr,1052,1971,440,1010,1,1971,0,CBlock,HdBoard,0,8816,HdBoard,0,155000
820,7,NridgHt,1358,2009,484,1358,2,2010,0,PConc,VinylSd,1,6371,VinylSd,35,224000
821,7,CollgCr,1640,2003,595,798,2,2003,842,PConc,VinylSd,0,7226,VinylSd,45,183000
822,4,OldTown,936,1953,576,936,1,1953,0,CBlock,MetalSd,0,6000,MetalSd,32,93000
823,7,Gilbert,1733,2003,433,847,2,2003,886,PConc,VinylSd,1,12394,VinylSd,48,225000
824,6,SWISU,1489,1940,240,778,2,1950,545,BrkTil,VinylSd,1,9900,VinylSd,0,139500
825,8,Somerst,1489,2006,776,1489,2,2006,0,PConc,VinylSd,1,11216,VinylSd,140,232600
827,5,BrkSide,784,1924,0,784,1,1950,0,BrkTil,MetalSd,0,6130,MetalSd,0,109500
828,7,SawyerW,1434,2001,527,1454,2,2001,0,PConc,VinylSd,1,8529,VinylSd,39,189000
830,7,Somerst,1223,2005,480,600,2,2005,623,PConc,MetalSd,0,2544,MetalSd,166,147400
831,6,NAmes,1392,1957,458,1392,1,1957,0,CBlock,HdBoard,2,11900,HdBoard,0,166000
832,7,Somerst,1200,2005,480,600,2,2005,600,PConc,MetalSd,0,3180,MetalSd,166,151000
833,7,CollgCr,1829,2003,613,941,2,2003,888,PConc,VinylSd,1,9548,VinylSd,39,237000
834,6,NAmes,1516,1964,472,1516,1,1964,0,CBlock,Plywood,0,10004,HdBoard,0,167000
835,5,NAmes,1144,1961,456,1144,1,1961,0,CBlock,VinylSd,0,7875,VinylSd,0,139950
836,4,Sawyer,1067,1950,436,1067,2,1995,0,CBlock,HdBoard,0,9600,VinylSd,0,128000
837,5,OldTown,1559,1948,812,1559,1,1973,0,BrkTil,VinylSd,0,8100,VinylSd,116,153500
838,6,BrDale,987,1973,264,483,1,1973,504,CBlock,HdBoard,0,1680,HdBoard,0,100000
839,5,CollgCr,1099,1995,352,1099,1,2006,0,PConc,VinylSd,0,9525,VinylSd,0,144000
840,5,Edwards,1200,1946,240,768,1,1995,432,CBlock,MetalSd,0,11767,MetalSd,0,130500
841,6,SWISU,1482,1925,400,672,2,1950,672,BrkTil,Wd Sdng,0,12155,Wd Sdng,0,140000
843,6,NAmes,1165,1966,490,1127,1,1966,0,CBlock,HdBoard,0,9020,HdBoard,129,174900
844,5,NAmes,1800,1961,0,1800,2,1961,0,CBlock,BrkFace,0,8000,BrkFace,0,141000
845,5,OldTown,1416,1915,720,876,1,1950,540,BrkTil,Wd Sdng,1,12665,Wd Sdng,0,153900
846,5,Sawyer,1701,1975,611,1390,2,1981,0,CBlock,HdBoard,2,16647,HdBoard,0,171000
847,7,SawyerW,1775,1993,425,740,2,1993,769,PConc,HdBoard,1,9317,HdBoard,72,213000
848,5,CollgCr,864,1972,338,864,1,1972,0,CBlock,Plywood,1,15523,HdBoard,0,133500
850,6,Veenker,1855,1976,512,528,2,1994,761,CBlock,Plywood,1,9600,Plywood,100,187000
851,6,CollgCr,848,2003,420,848,1,2003,0,PConc,VinylSd,0,4435,VinylSd,0,131500
852,8,Blmngtn,1456,2003,400,1273,2,2003,0,PConc,VinylSd,1,3196,VinylSd,20,215000
853,7,Crawfor,1646,1941,240,918,2,1950,728,CBlock,MetalSd,2,7128,MetalSd,0,164000
854,6,NAmes,1445,1964,645,1127,1,1964,0,CBlock,HdBoard,1,12095,MetalSd,0,158000
856,5,Sawyer,1040,1962,260,1040,1,2010,0,CBlock,HdBoard,0,6897,HdBoard,104,127000
857,6,CollgCr,1026,1978,576,940,1,1978,0,CBlock,HdBoard,0,10970,Plywood,0,147000
858,6,Gilbert,1481,1994,343,702,2,1995,779,PConc,HdBoard,1,8125,HdBoard,36,174000
859,7,NWAmes,1370,1976,479,1090,2,1976,0,CBlock,HdBoard,1,10400,HdBoard,0,152000
861,7,Crawfor,1426,1918,216,912,1,1998,514,BrkTil,Wd Sdng,1,7642,Wd Sdng,240,189950
862,5,Sawyer,1039,1965,504,1039,1,1965,0,PConc,HdBoard,0,11625,Plywood,0,131500
863,6,SawyerW,1097,1984,480,1040,2,1985,0,PConc,Plywood,0,9672,HdBoard,0,152000
864,5,NAmes,1148,1959,672,1148,1,1959,0,CBlock,Plywood,0,7931,BrkFace,0,132500
866,5,NAmes,1002,1970,902,1002,1,1970,0,CBlock,MetalSd,0,8750,MetalSd,0,148500
867,8,Timber,1646,2006,870,1638,2,2007,0,PConc,VinylSd,1,10656,VinylSd,80,248900
868,4,Sawyer,1120,1961,544,1040,1,1961,0,CBlock,VinylSd,0,6970,VinylSd,0,129000
871,5,NAmes,894,1962,308,894,1,1962,0,CBlock,MetalSd,0,6600,MetalSd,0,109500
872,6,CollgCr,1682,1998,523,804,2,1998,878,PConc,VinylSd,0,8750,VinylSd,77,200500
873,5,NAmes,910,1953,414,105,1,1996,0,Stone,Wd Shng,0,8892,WdShing,0,116000
874,5,NAmes,1268,1949,288,832,1,1950,0,CBlock,HdBoard,1,12144,HdBoard,28,133000
877,4,Mitchel,1040,1963,648,1064,1,1963,0,PConc,Plywood,0,25286,HdBoard,0,132250
878,9,NridgHt,2224,2004,738,1462,2,2005,762,PConc,VinylSd,1,8834,VinylSd,0,350000
879,5,Sawyer,1155,1961,576,1109,1,1995,0,CBlock,HdBoard,0,11782,HdBoard,0,148000
880,5,CollgCr,864,1978,336,864,1,2005,0,CBlock,VinylSd,0,7000,VinylSd,0,136500
881,5,Edwards,1090,2005,450,1090,1,2006,0,PConc,VinylSd,0,7024,VinylSd,49,157000
882,7,Timber,1717,1990,400,1156,2,1991,530,CBlock,HdBoard,1,13758,HdBoard,36,187500
